idx,kind,col,ring,code,expectHex,x,y,drawn,dot,drawnOk,pickOk
1,centre,20,0,YG67,#779E3D,2330,1006,#779E3D,#779E3D,1,1
2,ring1,20,1,YG63,#A6C76E,2308,1058,#A6C76E,#A6C76E,1,1
3,ring2,20,2,YG61,#D6DEB0,2287,1110,#D6DEB0,#D6DEB0,1,1
4,centre,26,0,G85,#83926C,2045,788,#83926C,#83926C,1,1
5,ring1,26,1,G82,#ABBC7E,2000,822,#ABBC7E,#ABBC7E,1,1
